date,min_level,avg_level,max_level
2012-11-26,0.370,0.380,0.400
2012-11-27,0.560,0.570,0.570
2012-11-28,0.510,0.540,0.560
2012-11-29,0.450,0.480,0.510
2012-11-30,0.370,0.410,0.440
2012-12-01,0.300,0.330,0.360
2012-12-02,0.150,0.210,0.290
2012-12-03,0.060,0.090,0.130
2012-12-04,0.000,0.160,1.280
2012-12-05,0.020,0.340,1.260
2012-12-06,0.010,0.300,1.250
2012-12-07,0.000,0.270,1.260
2012-12-08,0.000,0.830,1.250
2012-12-09,0.020,0.330,1.240
2012-12-10,0.000,0.300,1.240
2012-12-11,0.030,0.060,0.080
2012-12-12,0.050,0.070,0.090
2012-12-13,0.070,0.090,0.100
2012-12-14,0.090,0.100,0.140
2012-12-15,0.100,0.160,0.220
2012-12-19,0.020,0.440,1.240
2012-12-20,0.010,1.180,1.430
2012-12-21,0.010,0.610,1.420
2012-12-22,0.070,0.110,0.160
2012-12-23,0.120,0.220,0.260
2012-12-24,0.260,0.320,0.370
2012-12-25,0.360,0.420,0.450
2012-12-26,0.450,0.450,0.450
2012-12-27,0.490,0.490,0.500
2012-12-28,0.430,0.460,0.480
2012-12-29,0.360,0.400,0.430
2012-12-30,0.320,0.350,0.370
2012-12-31,0.290,0.300,0.310
2013-01-01,0.320,0.320,0.320
2013-01-02,0.300,0.320,0.340
2013-01-03,0.250,0.290,0.320
2013-01-04,0.140,0.190,0.240
2013-01-05,0.010,0.070,0.130
2013-01-06,0.060,0.070,0.080
2013-01-07,0.010,0.050,0.070
2013-01-08,0.010,0.030,0.050
2013-01-09,0.000,0.010,0.020
2013-01-10,0.030,0.040,0.050
2013-01-11,0.010,0.090,0.150
2013-01-12,0.130,0.150,0.170
2013-01-13,0.140,0.160,0.170
2013-01-14,0.110,0.120,0.140
2013-01-15,0.130,0.160,0.180
2013-01-16,0.120,0.160,0.190
2013-01-17,0.060,0.110,0.160
2013-01-18,0.140,0.150,0.160
2013-01-19,0.120,0.130,0.140
2013-01-20,0.100,0.110,0.120
2013-01-21,0.070,0.080,0.100
2013-01-22,0.070,0.070,0.080
2013-01-23,0.060,0.070,0.080
2013-01-24,0.070,0.080,0.090
2013-01-25,0.090,0.100,0.110
2013-01-26,0.060,0.120,0.210
2013-01-27,0.060,0.110,0.160
2013-01-28,0.090,0.120,0.140
2013-01-29,0.150,0.190,0.260
2013-01-30,0.220,0.250,0.270
2013-01-31,0.150,0.180,0.210
2013-02-01,0.120,0.140,0.150
2013-02-02,0.050,0.090,0.130
2013-02-03,0.010,0.050,0.070
2013-02-04,0.000,0.040,0.070
2013-02-05,0.010,0.030,0.050
2013-02-06,0.070,0.080,0.100
2013-02-07,0.030,0.070,0.080
2013-02-08,0.020,0.070,0.110
2013-02-09,0.070,0.080,0.090
2013-02-10,0.070,0.110,0.180
2013-02-11,0.050,0.180,0.290
2013-02-12,0.060,0.090,0.120
2013-02-13,0.130,0.170,0.200
2013-02-14,0.120,0.170,0.220
2013-02-15,0.060,0.080,0.110
2013-02-16,0.050,0.070,0.110
2013-02-17,0.080,0.110,0.130
2013-02-18,0.010,0.050,0.080
2013-02-19,0.010,0.070,0.110
2013-02-20,0.010,0.080,0.130
2013-02-21,0.060,0.100,0.130
2013-02-22,0.000,0.060,0.120
2013-02-23,0.040,0.070,0.110
2013-02-24,0.010,0.100,0.180
2013-02-25,0.150,0.160,0.170
2013-02-26,0.120,0.140,0.160
2013-02-27,0.110,0.120,0.130
2013-02-28,0.050,0.080,0.110
2013-03-01,0.050,0.080,0.100
2013-03-02,0.060,0.070,0.090
2013-03-03,0.010,0.040,0.060
2013-03-04,0.000,0.080,0.110
2013-03-05,0.110,0.110,0.110
2013-03-06,0.100,0.100,0.100
2013-03-07,0.080,0.100,0.130
2013-03-08,0.080,0.100,0.140
2013-03-09,0.050,0.120,0.260
2013-03-10,0.010,0.040,0.080
2013-03-11,0.040,0.060,0.080
2013-03-12,0.080,0.110,0.140
2013-03-13,0.100,0.110,0.120
2013-03-14,0.050,0.080,0.100
2013-03-15,0.020,0.030,0.040
2013-03-16,0.010,0.390,3.910
2013-03-17,0.070,0.140,0.220
2013-03-18,0.070,0.100,0.140
2013-03-19,0.030,0.060,0.100
2013-03-20,0.030,0.070,0.110
2013-03-21,0.000,0.030,0.070
2013-03-22,0.000,0.010,0.030
2013-03-23,0.010,0.050,0.090
2013-03-24,0.050,0.070,0.080
2013-03-25,0.040,0.080,0.110
2013-03-26,0.040,0.090,0.120
2013-03-27,0.030,0.080,0.110
2013-03-28,0.020,0.100,0.140
2013-03-29,0.100,0.120,0.140
2013-03-30,0.080,0.110,0.140
2013-03-31,0.060,0.090,0.110
2013-04-01,0.070,0.090,0.110
2013-04-02,0.080,0.110,0.150
2013-04-03,0.070,0.130,0.150
2013-04-04,0.100,0.110,0.120
2013-04-05,0.070,0.100,0.120
2013-04-06,0.100,0.110,0.140
2013-04-07,0.090,0.130,0.170
2013-04-08,0.150,0.160,0.170
2013-04-09,0.100,0.130,0.170
2013-04-10,0.070,0.090,0.110
2013-04-11,0.050,0.080,0.110
2013-04-12,0.080,0.120,0.230
2013-04-13,0.090,0.110,0.130
2013-04-14,0.080,0.090,0.110
2013-04-15,0.030,0.070,0.090
2013-04-16,0.020,0.080,0.100
2013-04-17,0.080,0.130,0.180
2013-04-18,0.130,0.150,0.190
2013-04-19,0.090,0.150,0.220
2013-04-20,0.130,0.180,0.220
2013-04-21,0.130,0.150,0.200
2013-04-22,0.100,0.150,0.180
2013-04-23,0.060,0.130,0.180
2013-04-24,0.050,0.070,0.090
2013-04-25,0.030,0.060,0.080
2013-04-26,0.060,0.080,0.100
2013-04-27,0.060,0.070,0.120
2013-04-28,0.040,0.060,0.070
2013-04-29,0.050,0.080,0.120
2013-04-30,0.090,0.110,0.120
2013-05-01,0.070,0.100,0.110
2013-05-02,0.060,0.080,0.100
2013-05-03,0.110,0.120,0.170
2013-05-04,0.040,0.100,0.170
2013-05-05,0.010,0.050,0.070
2013-05-06,0.040,0.060,0.090
2013-05-07,0.070,0.090,0.140
2013-05-08,0.080,0.080,0.090
2013-05-09,0.070,0.100,0.120
2013-05-10,0.110,0.120,0.130
2013-05-11,0.060,0.120,0.150
2013-05-12,0.100,0.130,0.140
2013-05-13,0.010,0.110,0.200
2013-05-14,0.020,0.080,0.110
2013-05-15,0.070,0.110,0.180
2013-05-16,0.030,0.100,0.170
2013-05-17,0.070,0.090,0.110
2013-05-18,0.050,0.130,0.200
2013-05-19,0.100,0.180,0.210
2013-05-20,0.070,0.140,0.180
2013-05-21,0.110,0.130,0.140
2013-05-22,0.070,0.110,0.160
2013-05-23,0.070,0.140,0.160
2013-05-24,0.130,0.150,0.150
2013-05-25,0.090,0.130,0.150
2013-05-26,0.060,0.120,0.200
2013-05-27,0.080,0.120,0.140
2013-05-28,0.020,0.100,0.170
2013-05-29,0.040,0.080,0.140
2013-05-30,0.020,0.130,0.180
2013-05-31,0.130,0.160,0.200
2013-06-01,0.050,0.110,0.150
2013-06-02,0.020,0.130,0.210
2013-06-03,0.100,0.130,0.150
2013-06-04,0.090,0.130,0.150
2013-06-05,0.020,0.110,0.170
2013-06-06,0.100,0.130,0.130
2013-06-07,0.100,0.130,0.200
2013-06-08,0.050,0.100,0.110
2013-06-09,0.060,0.090,0.110
2013-06-10,0.020,0.090,0.130
2013-06-11,0.020,0.080,0.100
2013-06-12,0.060,0.080,0.090
2013-06-13,0.070,0.080,0.090
2013-06-14,0.050,0.080,0.090
2013-06-15,0.040,0.070,0.090
2013-06-16,0.020,0.090,0.170
2013-06-17,0.100,0.120,0.160
2013-06-18,0.000,0.090,0.120
2013-06-19,0.080,0.100,0.170
2013-06-20,0.040,0.080,0.100
2013-06-21,0.020,0.080,0.120
2013-06-22,0.030,0.080,0.140
2013-06-23,0.070,0.080,0.100
2013-06-24,0.030,0.070,0.140
2013-06-25,0.040,0.070,0.100
2013-06-26,0.030,0.060,0.100
2013-06-27,0.040,0.050,0.100
2013-06-28,0.030,0.070,0.110
2013-06-29,0.050,0.080,0.130
2013-06-30,0.020,0.070,0.090
2013-07-01,0.030,0.060,0.070
2013-07-02,0.030,0.050,0.080
2013-07-03,0.050,0.070,0.130
2013-07-04,0.050,0.090,0.100
2013-07-05,0.080,0.090,0.110
2013-07-06,0.030,0.070,0.090
2013-07-07,0.020,0.060,0.100
2013-07-08,0.030,0.090,0.120
2013-07-09,0.010,0.160,1.070
2013-07-10,0.020,0.060,0.080
2013-07-11,0.010,0.080,0.150
2013-07-12,0.030,0.080,0.110
2013-07-13,0.060,0.100,0.110
2013-07-14,0.080,0.110,0.120
2013-07-15,0.060,0.110,0.150
2013-07-16,0.070,0.100,0.110
2013-07-17,0.010,0.090,0.110
2013-07-18,0.020,0.080,0.110
2013-07-19,0.070,0.090,0.110
2013-07-20,0.030,0.090,0.120
2013-07-21,0.050,0.090,0.110
2013-07-22,0.020,0.080,0.100
2013-07-23,0.040,0.090,0.140
2013-07-24,0.070,0.120,0.160
2013-07-25,0.080,0.150,0.170
2013-07-26,0.090,0.130,0.150
2013-07-27,0.150,0.170,0.200
2013-07-28,0.110,0.150,0.180
2013-07-29,0.100,0.140,0.190
2013-07-30,0.030,0.090,0.130
2013-07-31,0.030,0.070,0.100
2013-08-01,0.010,0.050,0.080
2013-08-02,0.030,0.130,0.560
2013-08-03,0.030,0.080,0.150
2013-08-04,0.000,0.070,0.110
2013-08-05,0.060,0.090,0.130
2013-08-06,0.070,0.120,0.370
2013-08-07,0.060,0.090,0.150
2013-08-08,0.060,0.100,0.140
2013-08-09,0.020,0.080,0.110
2013-08-10,0.030,0.070,0.110
2013-08-11,0.020,0.070,0.090
2013-08-12,0.070,0.090,0.150
2013-08-13,0.050,0.070,0.100
2013-08-14,0.030,0.070,0.090
2013-08-15,0.030,0.070,0.090
2013-08-16,0.020,0.070,0.110
2013-08-17,0.020,0.080,0.090
2013-08-18,0.050,0.090,0.130
2013-08-19,0.060,0.080,0.110
2013-08-20,0.010,0.070,0.100
2013-08-21,0.050,0.070,0.100
2013-08-22,0.040,0.070,0.090
2013-08-23,0.000,0.080,0.150
2013-08-24,0.070,0.090,0.090
2013-08-25,0.060,0.090,0.100
2013-08-26,0.050,0.110,0.160
2013-08-27,0.050,0.110,0.150
2013-08-28,0.060,0.090,0.110
2013-08-29,0.030,0.070,0.120
2013-08-30,0.060,0.080,0.110
2013-08-31,0.060,0.080,0.140
2013-09-01,0.060,0.070,0.090
2013-09-02,0.070,0.070,0.080
2013-09-03,0.030,0.060,0.080
2013-09-04,0.020,0.060,0.110
2013-09-05,0.020,0.140,1.050
2013-09-06,0.050,0.070,0.080
2013-09-07,0.040,0.070,0.140
2013-09-08,0.030,0.080,0.110
2013-09-09,0.060,0.100,0.150
2013-09-10,0.060,0.090,0.110
2013-09-11,0.090,0.110,0.140
2013-09-12,0.080,0.120,0.150
2013-09-13,0.070,0.130,0.180
2013-09-14,0.180,0.180,0.180
2013-09-15,0.140,0.170,0.180
2013-09-16,0.060,0.090,0.130
2013-09-17,0.010,0.050,0.070
2013-09-18,0.020,0.060,0.100
2013-09-19,0.100,0.120,0.150
2013-09-20,0.090,0.110,0.130
2013-09-21,0.030,0.070,0.090
2013-09-22,0.020,0.070,0.090
2013-09-23,0.060,0.080,0.090
2013-09-24,0.020,0.080,0.100
2013-09-25,0.070,0.090,0.100
2013-09-26,0.070,0.090,0.100
2013-09-27,0.040,0.080,0.120
2013-09-28,0.040,0.080,0.140
2013-09-29,0.040,0.080,0.100
2013-09-30,0.090,0.100,0.110
2013-10-01,0.020,0.090,0.110
2013-10-02,0.090,0.100,0.110
2013-10-03,0.070,0.090,0.110
2013-10-04,0.060,0.090,0.110
2013-10-05,0.100,0.110,0.150
2013-10-06,0.110,0.110,0.110
2013-10-07,0.100,0.110,0.110
2013-10-08,0.100,0.110,0.130
2013-10-09,0.100,0.100,0.110
2013-10-10,0.060,0.100,0.110
2013-10-11,0.090,0.100,0.140
2013-10-12,0.090,0.110,0.160
2013-10-13,0.120,0.140,0.170
2013-10-14,0.060,0.100,0.150
2013-10-15,0.070,0.090,0.110
2013-10-16,0.030,0.070,0.090
2013-10-17,0.070,0.090,0.090
2013-10-18,0.010,0.090,0.120
2013-10-19,0.040,0.070,0.100
2013-10-20,0.050,0.080,0.120
2013-10-21,0.100,0.140,0.160
2013-10-22,0.070,0.110,0.110
2013-10-23,0.080,0.100,0.120
2013-10-24,0.030,0.100,0.110
2013-10-25,0.030,0.070,0.100
2013-10-26,0.010,0.060,0.100
2013-10-27,0.070,0.110,0.150
2013-10-28,0.110,0.160,0.190
2013-10-29,0.120,0.160,0.200
2013-10-30,0.110,0.130,0.170
2013-10-31,0.050,0.100,0.130
2013-11-01,0.070,0.090,0.110
2013-11-02,0.050,0.090,0.130
2013-11-03,0.080,0.120,0.150
2013-11-04,0.000,0.120,0.180
2013-11-05,0.000,0.070,0.170
2013-11-06,0.000,0.050,0.090
2013-11-07,0.070,0.090,0.110
2013-11-08,0.090,0.110,0.120
2013-11-09,0.060,0.070,0.100
2013-11-10,0.060,0.070,0.080
2013-11-11,0.060,0.080,0.090
2013-11-12,0.060,0.070,0.070
2013-11-13,0.020,0.050,0.070
2013-11-14,0.000,0.040,0.070
2013-11-15,0.010,0.050,0.070
2013-11-16,0.020,0.040,0.060
2013-11-17,0.000,0.070,0.130
2013-11-18,0.120,0.120,0.120
2013-11-19,0.110,0.110,0.120
2013-11-20,0.100,0.100,0.110
2013-11-21,0.090,0.100,0.120
2013-11-22,0.100,0.120,0.130
2013-11-23,0.090,0.110,0.130
2013-11-24,0.080,0.090,0.100
2013-11-25,0.050,0.080,0.090
2013-11-26,0.070,0.080,0.090
2013-11-27,0.090,0.090,0.100
2013-11-28,0.080,0.080,0.090
2013-11-29,0.060,0.070,0.080
2013-11-30,0.060,0.110,1.060
2013-12-01,0.100,0.110,0.110
2013-12-02,0.080,0.100,0.110
2013-12-03,0.080,0.080,0.080
2013-12-04,0.080,0.090,0.090
2013-12-05,0.070,0.090,0.090
2013-12-06,0.080,0.090,0.090
2013-12-07,0.090,0.110,0.120
2013-12-08,0.110,0.110,0.110
2013-12-09,0.100,0.110,0.110
2013-12-10,0.090,0.090,0.100
2013-12-11,0.090,0.100,0.100
2013-12-12,0.090,0.090,0.090
2013-12-13,0.060,0.080,0.090
2013-12-14,0.040,0.070,0.120
2013-12-15,0.110,0.120,0.120
2013-12-16,0.100,0.120,0.150
2013-12-17,0.020,0.110,0.180
2013-12-18,0.020,0.060,0.100
2013-12-19,0.010,0.060,0.120
2013-12-20,0.090,0.110,0.150
2013-12-21,0.090,0.100,0.150
2013-12-22,0.060,0.100,0.150
2013-12-23,0.050,0.060,0.110
2013-12-24,0.080,0.120,0.180
2013-12-25,0.080,0.110,0.150
2013-12-26,0.140,0.230,0.300
2013-12-27,0.300,0.320,0.340
2013-12-28,0.300,0.330,0.350
2013-12-29,0.220,0.270,0.300
2013-12-30,0.130,0.180,0.210
2013-12-31,0.000,0.070,0.130
2014-01-01,0.020,0.050,0.080
2014-01-02,0.070,0.080,0.100
2014-01-03,0.100,0.130,0.170
2014-01-04,0.160,0.290,0.360
2014-01-05,0.360,0.400,0.430
2014-01-06,0.430,0.530,0.610
2014-01-07,0.610,0.630,0.650
2014-01-08,0.640,0.660,0.670
2014-01-09,0.670,0.680,0.690
2014-01-10,0.610,0.640,0.660
2014-01-11,0.520,0.560,0.600
2014-01-12,0.410,0.470,0.520
2014-01-13,0.330,0.370,0.410
2014-01-14,0.280,0.310,0.350
2014-01-15,0.230,0.260,0.290
2014-01-16,0.210,0.230,0.250
2014-01-17,0.190,0.200,0.220
2014-01-18,0.170,0.190,0.200
2014-01-19,0.130,0.170,0.190
2014-01-20,0.050,0.090,0.140
2014-01-21,0.000,0.040,0.060
2014-01-22,0.020,0.080,0.120
2014-01-23,0.080,0.090,0.100
2014-01-24,0.030,0.050,0.080
2014-01-25,0.040,0.050,0.060
2014-01-26,0.050,0.070,0.100
2014-01-27,0.030,0.080,0.120
2014-01-28,0.000,0.080,0.130
2014-01-29,0.120,0.150,0.190
2014-01-30,0.150,0.170,0.200
2014-01-31,0.210,0.260,0.310
2014-02-01,0.310,0.350,0.370
2014-02-02,0.380,0.380,0.390
2014-02-03,0.400,0.410,0.410
2014-02-04,0.360,0.390,0.410
2014-02-05,0.350,0.360,0.370
2014-02-06,0.320,0.330,0.350
2014-02-07,0.330,0.380,0.410
2014-02-08,0.410,0.470,0.530
2014-02-09,0.540,0.620,0.650
2014-02-10,0.610,0.670,1.580
2014-02-11,0.550,0.580,0.610
2014-02-12,0.460,0.500,0.550
2014-02-13,0.390,0.430,0.460
2014-02-14,0.360,0.370,0.390
2014-02-15,0.370,0.410,0.440
2014-02-16,0.420,0.430,0.450
2014-02-17,0.450,0.460,0.480
2014-02-18,0.400,0.430,0.450
2014-02-19,0.320,0.350,0.400
2014-02-20,0.240,0.280,0.310
2014-02-21,0.140,0.190,0.230
2014-02-22,0.060,0.100,0.140
2014-02-23,0.000,0.030,0.050
2014-02-25,0.020,0.040,0.050
2014-02-26,0.000,0.020,0.040
2014-02-27,0.010,0.010,0.010
2014-02-28,0.000,0.030,0.040
2014-03-01,0.050,0.070,0.090
2014-03-02,0.090,0.130,0.170
2014-03-03,0.060,0.120,0.190
2014-03-04,0.050,0.060,0.070
2014-03-05,0.050,0.060,0.070
2014-03-06,0.010,0.030,0.060
2014-03-07,0.010,0.020,0.030
2014-03-08,0.000,0.030,0.040
2014-03-09,0.000,0.000,0.010
2014-03-10,0.020,0.900,2.650
2014-03-11,0.020,0.070,0.080
2014-03-12,0.030,0.080,0.120
2014-03-13,0.080,0.090,0.110
2014-03-14,0.060,0.090,0.110
2014-03-15,0.040,0.070,0.090
2014-03-16,0.040,0.070,0.110
2014-03-17,0.080,0.130,0.780
2014-03-18,0.080,0.090,0.090
2014-03-19,0.080,0.090,0.090
2014-03-20,0.020,0.060,0.090
2014-03-21,0.000,0.010,0.030
2014-03-22,0.000,0.020,0.030
2014-03-23,0.010,0.020,0.040
2014-03-24,0.010,0.050,0.070
2014-03-25,0.060,0.070,0.090
2014-03-26,0.090,0.100,0.100
2014-03-27,0.090,0.100,0.120
2014-03-28,0.080,0.090,0.100
2014-03-29,0.090,0.090,0.100
2014-03-30,0.060,0.090,0.100
2014-03-31,0.070,0.080,0.090
2014-04-01,0.050,0.070,0.080
2014-04-02,0.070,0.080,0.090
2014-04-03,0.060,0.090,0.120
2014-04-04,0.100,0.110,0.120
2014-04-05,0.110,0.130,0.150
2014-04-06,0.060,0.100,0.140
2014-04-07,0.050,0.110,0.130
2014-04-08,0.090,0.140,0.170
2014-04-09,0.060,0.120,0.180
2014-04-10,0.010,0.050,0.110
2014-04-11,0.040,0.060,0.080
2014-04-12,0.020,0.050,0.110
2014-04-13,0.050,0.100,0.110
2014-04-14,0.080,0.100,0.110
2014-04-15,0.030,0.080,0.120
2014-04-16,0.010,0.080,0.110
2014-04-17,0.080,0.110,0.120
2014-04-18,0.060,0.100,0.150
2014-04-19,0.030,0.100,0.110
2014-04-20,0.050,0.100,0.130
2014-04-21,0.040,0.120,0.210
2014-04-22,0.090,0.130,0.200
2014-04-23,0.100,0.110,0.130
2014-04-24,0.010,0.060,0.100
2014-04-25,0.000,0.110,0.220
2014-04-26,0.130,0.200,0.300
2014-04-27,0.020,0.100,0.130
2014-04-28,0.010,0.050,0.100
2014-04-29,0.020,0.110,0.140
2014-04-30,0.070,0.130,0.170
2014-05-01,0.030,0.080,0.120
2014-05-02,0.100,0.140,0.180
2014-05-03,0.100,0.140,0.180
2014-05-04,0.060,0.100,0.130
2014-05-05,0.070,0.120,0.170
2014-05-06,0.060,0.100,0.110
2014-05-07,0.080,0.120,0.130
2014-05-08,0.090,0.110,0.120
2014-05-09,0.050,0.100,0.120
2014-05-10,0.060,0.100,0.130
2014-05-11,0.080,0.090,0.110
2014-05-12,0.070,0.090,0.110
2014-05-13,0.090,0.110,0.120
2014-05-14,0.080,0.100,0.110
2014-05-15,0.030,0.090,0.100
2014-05-16,0.060,0.090,0.100
2014-05-17,0.050,0.090,0.130
2014-05-18,0.040,0.100,0.130
2014-05-19,0.020,0.080,0.120
2014-05-20,0.060,0.090,0.110
2014-05-21,0.060,0.100,0.120
2014-05-22,0.110,0.130,0.160
2014-05-23,0.090,0.140,0.170
2014-05-24,0.080,0.110,0.140
2014-05-25,0.120,0.170,0.200
2014-05-26,0.030,0.130,0.220
2014-05-27,0.010,0.070,0.120
2014-05-28,0.090,0.110,0.150
2014-05-29,0.080,0.140,0.160
2014-05-30,0.120,0.140,0.180
2014-05-31,0.050,0.080,0.110
2014-06-01,0.010,0.100,0.150
2014-06-02,0.060,0.140,0.160
2014-06-03,0.090,0.150,0.230
2014-06-04,0.060,0.130,0.170
2014-06-05,0.090,0.110,0.130
2014-06-06,0.060,0.110,0.170
2014-06-07,0.000,0.070,0.130
2014-06-08,0.010,0.090,0.120
2014-06-09,0.020,0.070,0.090
2014-06-10,0.050,0.070,0.130
2014-06-11,0.010,0.050,0.110
2014-06-12,0.020,0.070,0.110
2014-06-13,0.070,0.100,0.130
2014-06-14,0.090,0.130,0.200
2014-06-15,0.110,0.140,0.170
2014-06-16,0.030,0.130,0.190
2014-06-17,0.090,0.120,0.140
2014-06-18,0.010,0.100,0.120
2014-06-19,0.090,0.110,0.120
2014-06-20,0.060,0.120,0.140
2014-06-21,0.070,0.120,0.150
2014-06-22,0.070,0.100,0.110
2014-06-23,0.030,0.100,0.130
2014-06-24,0.030,0.100,0.150
2014-06-25,0.060,0.100,0.110
2014-06-26,0.080,0.100,0.160
2014-06-27,0.030,0.090,0.150
2014-06-28,0.010,0.110,0.190
2014-06-29,0.000,0.120,0.140
2014-06-30,0.100,0.130,0.180
2014-07-01,0.040,0.110,0.150
2014-07-02,0.050,0.100,0.110
2014-07-03,0.030,0.090,0.180
2014-07-04,0.050,0.100,0.120
2014-07-05,0.100,0.120,0.140
2014-07-06,0.050,0.120,0.150
2014-07-07,0.060,0.130,0.190
2014-07-08,0.040,0.140,0.200
2014-07-09,0.110,0.140,0.190
2014-07-10,0.060,0.160,1.170
2014-07-11,0.030,0.100,0.410
2014-07-12,0.030,0.070,0.140
2014-07-13,0.030,0.070,0.110
2014-07-14,0.040,0.080,0.130
2014-07-15,0.030,0.080,0.110
2014-07-16,0.000,0.080,0.090
2014-07-17,0.030,0.080,0.100
2014-07-18,0.010,0.090,0.140
2014-07-19,0.060,0.110,0.180
2014-07-20,0.060,0.120,0.180
2014-07-21,0.060,0.130,0.150
2014-07-22,0.060,0.110,0.140
2014-07-23,0.030,0.090,0.120
2014-07-24,0.030,0.080,0.100
2014-07-25,0.030,0.080,0.140
2014-07-26,0.060,0.090,0.110
2014-07-27,0.050,0.100,0.190
2014-07-28,0.070,0.120,0.150
2014-07-29,0.060,0.110,0.170
2014-07-30,0.040,0.080,0.100
2014-07-31,0.040,0.090,0.110
2014-08-01,0.030,0.100,0.140
2014-08-02,0.020,0.100,0.140
2014-08-03,0.110,0.130,0.170
2014-08-04,0.070,0.140,0.170
2014-08-05,0.020,0.100,0.160
2014-08-06,0.030,0.090,0.120
2014-08-07,0.020,0.090,0.170
2014-08-08,0.030,0.100,0.150
2014-08-09,0.010,0.090,0.180
2014-08-10,0.030,0.110,0.190
2014-08-11,0.070,0.100,0.140
2014-08-12,0.080,0.120,0.170
2014-08-13,0.050,0.110,0.150
2014-08-14,0.080,0.140,0.180
2014-08-15,0.040,0.110,0.140
2014-08-16,0.090,0.140,0.180
2014-08-17,0.100,0.130,0.180
2014-08-18,0.050,0.120,0.150
2014-08-19,0.090,0.120,0.130
2014-08-20,0.080,0.130,0.170
2014-08-21,0.090,0.130,0.150
2014-08-22,0.100,0.140,0.210
2014-08-23,0.070,0.130,0.150
2014-08-24,0.110,0.140,0.200
2014-08-25,0.100,0.150,0.200
2014-08-26,0.080,0.130,0.180
2014-08-27,0.070,0.100,0.130
2014-08-28,0.060,0.110,0.160
2014-08-29,0.040,0.100,0.150
2014-08-30,0.030,0.110,0.190
2014-08-31,0.030,0.090,0.110
2014-09-01,0.070,0.100,0.130
2014-09-02,0.070,0.120,0.170
2014-09-03,0.030,0.100,0.140
2014-09-04,0.020,0.080,0.110
2014-09-05,0.040,0.110,0.170
2014-09-06,0.050,0.100,0.150
2014-09-07,0.030,0.090,0.150
2014-09-08,0.070,0.100,0.130
2014-09-09,0.070,0.130,0.850
2014-09-10,0.090,0.100,0.150
2014-09-11,0.030,0.090,0.100
2014-09-12,0.060,0.090,0.100
2014-09-13,0.010,0.100,0.130
2014-09-14,0.080,0.120,0.170
2014-09-15,0.010,0.110,0.150
2014-09-16,0.030,0.120,0.130
2014-09-17,0.090,0.130,0.170
2014-09-18,0.070,0.120,0.160
2014-09-19,0.100,0.130,0.150
2014-09-20,0.120,0.140,0.170
2014-09-21,0.120,0.150,0.190
2014-09-22,0.090,0.130,0.170
2014-09-23,0.060,0.130,0.180
2014-09-24,0.080,0.130,0.140
2014-09-25,0.100,0.120,0.130
2014-09-26,0.110,0.130,0.140
2014-09-27,0.070,0.120,0.150
2014-09-28,0.080,0.110,0.120
2014-09-29,0.070,0.120,0.140
2014-09-30,0.060,0.120,0.170
2014-10-01,0.090,0.130,0.140
2014-10-02,0.080,0.130,0.150
2014-10-03,0.120,0.130,0.140
2014-10-04,0.120,0.140,0.160
2014-10-05,0.090,0.131,0.140
2014-10-06,0.100,0.130,0.150
2014-10-07,0.070,0.105,0.130
2014-10-08,0.110,0.125,0.150
2014-10-09,0.090,0.101,0.110
2014-10-10,0.060,0.084,0.130
2014-10-11,0.140,0.142,0.150
2014-10-12,0.080,0.095,0.110
2014-10-13,0.120,0.147,0.180
2014-10-14,0.070,0.138,0.180
2014-10-15,0.120,0.157,0.200
2014-10-16,0.130,0.147,0.160
2014-10-17,0.080,0.110,0.130
2014-10-18,-0.030,0.063,0.130
2014-10-19,0.110,0.118,0.130
2014-10-20,0.120,0.135,0.150
2014-10-21,0.070,0.092,0.120
2014-10-22,0.050,0.095,0.110
2014-10-23,0.060,0.092,0.120
2014-10-24,0.060,0.109,0.120
2014-10-25,0.140,0.151,0.180
2014-10-26,0.130,0.160,0.170
2014-10-27,0.160,0.165,0.180
2014-10-28,0.140,0.154,0.160
2014-10-29,0.090,0.131,0.170
2014-10-30,0.050,0.086,0.110
2014-10-31,0.070,0.100,0.120
2014-11-01,0.040,0.087,0.090
2014-11-02,0.060,0.087,0.120
2014-11-03,0.080,0.092,0.100
2014-11-04,-0.070,0.087,0.170
2014-11-05,0.140,0.161,0.170
2014-11-06,0.110,0.120,0.130
2014-11-07,0.100,0.123,0.130
2014-11-08,0.090,0.123,0.140
2014-11-09,0.050,0.111,0.150
2014-11-10,0.020,0.068,0.110
2014-11-11,-0.040,0.077,0.120
2014-11-12,-0.200,0.020,0.140
2014-11-13,-0.020,0.070,0.130
2014-11-14,0.070,0.113,0.220
2014-11-15,0.080,0.111,0.150
2014-11-16,0.060,0.137,0.160
2014-11-17,0.080,0.116,0.180
2014-11-18,0.070,0.095,0.130
2014-11-19,0.080,0.111,0.120
2014-11-20,-0.030,0.015,0.070
2014-11-21,-0.050,-0.011,0.070
2014-11-22,0.070,0.091,0.110
2014-11-23,0.110,0.150,0.210
2014-11-24,0.160,0.184,0.250
2014-11-25,0.110,0.158,0.170
2014-11-26,0.090,0.120,0.150
2014-11-27,0.080,0.089,0.100
2014-11-28,0.070,0.106,0.140
2014-11-29,0.020,0.084,0.130
2014-11-30,-0.020,0.030,0.070
2014-12-01,0.010,0.030,0.060
2014-12-02,-0.040,0.016,0.070
2014-12-03,0.020,0.055,0.070
2014-12-04,-0.010,0.002,0.020
