date,min_level,avg_level,max_level
2020-01-09,-0.001,0.059,0.092
2020-01-10,0.057,0.090,0.127
2020-01-11,0.026,0.068,0.098
2020-01-12,0.005,0.042,0.074
2020-01-13,0.045,0.057,0.089
2020-01-14,0.037,0.068,0.101
2020-01-15,-0.057,0.057,0.151
2020-01-16,-0.011,0.026,0.054
2020-01-17,-0.011,0.030,0.072
2020-01-18,0.014,0.060,0.080
2020-01-19,0.061,0.074,0.082
2020-01-20,0.038,0.116,0.202
2020-01-21,0.070,0.105,0.142
2020-01-22,-0.018,0.060,0.142
2020-01-23,0.000,0.082,0.137
2020-01-24,0.077,0.097,0.128
2020-01-25,0.017,0.069,0.091
2020-01-26,0.063,0.073,0.086
2020-01-27,0.011,0.054,0.102
2020-01-28,0.016,0.031,0.042
2020-01-29,0.020,0.035,0.057
2020-01-30,-0.010,0.050,0.093
2020-01-31,0.047,0.080,0.106
2020-02-01,0.095,0.105,0.113
2020-02-02,0.099,0.110,0.119
2020-02-03,0.122,0.140,0.159
2020-02-04,0.144,0.158,0.168
2020-02-05,0.070,0.105,0.143
2020-02-06,0.048,0.081,0.116
2020-02-07,0.065,0.092,0.110
2020-02-08,0.083,0.092,0.102
2020-02-09,0.066,0.104,0.156
2020-02-10,-0.001,0.102,0.165
2020-02-11,0.032,0.042,0.053
2020-02-12,-0.034,0.006,0.039
2020-02-13,-0.036,-0.019,0.007
2020-02-14,-0.031,0.026,0.099
2020-02-15,-0.008,0.017,0.117
2020-02-16,-0.042,0.013,0.102
2020-02-17,-0.019,0.032,0.077
2020-02-18,0.073,0.126,0.183
2020-02-19,0.164,0.175,0.190
2020-02-20,0.149,0.160,0.170
2020-02-21,0.081,0.122,0.156
2020-02-22,-0.007,0.039,0.083
2020-02-23,-0.059,-0.013,0.020
2020-02-24,-0.062,0.029,0.112
2020-02-25,0.005,0.044,0.089
2020-02-26,-0.020,0.035,0.077
2020-02-27,0.018,0.036,0.055
2020-02-28,-0.001,0.028,0.060
2020-02-29,-0.081,0.011,0.123
2020-03-01,-0.060,-0.029,0.003
2020-03-02,-0.003,0.033,0.053
2020-03-03,0.046,0.056,0.063
2020-03-04,0.029,0.040,0.056
2020-03-05,-0.039,-0.001,0.026
2020-03-06,-0.077,0.026,0.126
2020-03-07,0.006,0.050,0.077
2020-03-08,-0.003,0.056,0.099
2020-03-09,0.024,0.060,0.079
2020-03-10,0.080,0.091,0.116
2020-03-11,0.091,0.101,0.114
2020-03-12,0.100,0.107,0.116
2020-03-13,0.060,0.079,0.103
2020-03-14,0.031,0.063,0.093
2020-03-15,0.021,0.083,0.144
2020-03-16,0.144,0.175,0.219
2020-03-17,0.201,0.212,0.221
2020-03-18,0.132,0.154,0.195
2020-03-19,0.093,0.107,0.129
2020-03-20,0.029,0.078,0.117
2020-03-21,0.037,0.082,0.123
2020-03-22,0.078,0.104,0.124
2020-03-23,0.035,0.091,0.123
2020-03-24,0.050,0.071,0.094
2020-03-25,0.034,0.080,0.112
2020-03-26,0.061,0.083,0.113
2020-03-27,0.058,0.073,0.086
2020-03-28,0.061,0.073,0.082
2020-03-29,-0.007,0.082,0.123
2020-03-30,0.109,0.119,0.127
2020-03-31,0.093,0.113,0.131
2020-04-01,0.089,0.114,0.178
2020-04-02,0.117,0.123,0.130
2020-04-03,-0.024,0.089,0.128
2020-04-04,0.078,0.086,0.099
2020-04-05,-0.020,0.041,0.080
2020-04-06,0.032,0.050,0.058
2020-04-07,-0.010,0.044,0.075
2020-04-08,0.059,0.065,0.069
2020-04-09,0.058,0.065,0.073
2020-04-10,0.062,0.064,0.067
2020-04-11,0.062,0.066,0.070
2020-04-12,0.021,0.064,0.074
2020-04-13,0.060,0.064,0.070
2020-04-14,0.056,0.065,0.093
2020-04-15,-0.011,0.057,0.095
2020-04-16,-0.063,0.050,0.077
2020-04-17,0.054,0.071,0.082
2020-04-18,0.083,0.103,0.158
2020-04-19,0.066,0.082,0.096
2020-04-20,0.041,0.071,0.104
2020-04-21,0.051,0.054,0.057
2020-04-22,0.043,0.054,0.080
2020-04-23,0.050,0.054,0.064
2020-04-24,0.027,0.057,0.090
2020-04-25,0.048,0.059,0.071
2020-04-26,0.042,0.055,0.075
2020-04-27,0.035,0.054,0.075
2020-04-28,0.043,0.055,0.061
2020-04-29,0.041,0.060,0.083
2020-04-30,0.044,0.070,0.087
2020-05-01,0.055,0.069,0.079
2020-05-02,0.056,0.071,0.080
2020-05-03,0.046,0.066,0.091
2020-05-04,0.056,0.064,0.069
2020-05-05,0.056,0.063,0.066
2020-05-06,0.049,0.063,0.072
2020-05-07,0.040,0.064,0.082
2020-05-08,0.039,0.065,0.099
2020-05-09,0.057,0.084,0.092
2020-05-10,0.059,0.077,0.105
2020-05-11,0.062,0.070,0.081
2020-05-12,0.042,0.065,0.080
2020-05-13,0.053,0.061,0.067
2020-05-14,0.028,0.061,0.094
2020-05-15,0.044,0.064,0.089
2020-05-16,0.055,0.060,0.065
2020-05-17,0.058,0.067,0.078
2020-05-18,0.048,0.066,0.077
2020-05-19,0.042,0.060,0.083
2020-05-20,0.054,0.061,0.065
2020-05-21,0.054,0.063,0.081
2020-05-22,0.058,0.062,0.070
2020-05-23,0.057,0.062,0.071
2020-05-24,-0.001,0.059,0.072
2020-05-25,0.013,0.061,0.104
2020-05-26,0.058,0.062,0.068
2020-05-27,0.059,0.062,0.065
2020-05-28,0.041,0.064,0.120
2020-05-29,0.051,0.061,0.093
2020-05-30,0.011,0.056,0.069
2020-05-31,0.003,0.058,0.077
2020-06-01,0.035,0.062,0.079
2020-06-02,0.039,0.060,0.068
2020-06-03,0.058,0.062,0.067
2020-06-04,0.056,0.064,0.090
2020-06-05,-0.005,0.060,0.091
2020-06-06,0.052,0.060,0.071
2020-06-07,0.011,0.059,0.077
2020-06-08,0.025,0.061,0.092
2020-06-09,0.032,0.062,0.088
2020-06-10,0.053,0.063,0.097
2020-06-11,0.001,0.060,0.081
2020-06-12,0.055,0.063,0.096
2020-06-13,0.048,0.061,0.073
2020-06-14,0.004,0.060,0.076
2020-06-15,0.044,0.066,0.099
2020-06-16,0.052,0.061,0.067
2020-06-17,0.042,0.061,0.066
2020-06-18,0.054,0.070,0.104
2020-06-19,0.008,0.062,0.074
2020-06-20,0.011,0.064,0.093
2020-06-21,0.023,0.065,0.081
2020-06-22,0.004,0.060,0.075
2020-06-23,0.010,0.062,0.071
2020-06-24,0.050,0.066,0.088
2020-06-25,0.021,0.062,0.082
2020-06-26,0.051,0.066,0.091
2020-06-27,0.018,0.060,0.076
2020-06-28,-0.012,0.055,0.080
2020-06-29,0.014,0.058,0.073
2020-06-30,0.047,0.062,0.075
2020-07-01,0.051,0.062,0.077
2020-07-02,0.057,0.062,0.071
2020-07-03,0.052,0.061,0.070
2020-07-04,0.057,0.064,0.084
2020-07-05,0.015,0.059,0.072
2020-07-06,0.009,0.060,0.078
2020-07-07,0.050,0.063,0.077
2020-07-08,0.038,0.061,0.075
2020-07-09,0.053,0.062,0.075
2020-07-10,0.006,0.058,0.083
2020-07-11,0.022,0.062,0.120
2020-07-12,0.046,0.065,0.081
2020-07-13,0.007,0.057,0.073
2020-07-14,0.046,0.061,0.069
2020-07-15,0.049,0.062,0.071
2020-07-16,0.027,0.056,0.068
2020-07-17,0.027,0.063,0.104
2020-07-18,0.031,0.056,0.082
2020-07-19,-0.001,0.062,0.104
2020-07-20,0.014,0.062,0.093
2020-07-21,0.033,0.065,0.090
2020-07-22,0.016,0.059,0.076
2020-07-23,-0.001,0.052,0.069
2020-07-24,-0.008,0.042,0.061
2020-07-25,0.011,0.046,0.077
2020-07-26,0.033,0.064,0.098
2020-07-27,0.015,0.060,0.070
2020-07-28,0.048,0.063,0.072
2020-07-29,0.053,0.063,0.092
2020-07-30,0.031,0.058,0.070
2020-07-31,0.019,0.057,0.071
2020-08-01,0.029,0.049,0.060
2020-08-02,0.001,0.035,0.067
2020-08-03,0.068,0.080,0.090
2020-08-04,0.034,0.080,0.092
2020-08-05,0.041,0.064,0.087
2020-08-06,0.038,0.073,0.089
2020-08-07,0.048,0.072,0.087
2020-08-08,0.044,0.069,0.089
2020-08-09,-0.062,0.061,0.090
2020-08-10,0.092,0.101,0.118
2020-08-11,-0.060,0.087,0.122
2020-08-12,0.045,0.090,0.145
2020-08-13,0.029,0.060,0.072
2020-08-14,0.023,0.062,0.081
2020-08-15,-0.023,0.060,0.092
2020-08-16,0.020,0.061,0.080
2020-08-17,0.031,0.064,0.075
2020-08-18,0.031,0.066,0.092
2020-08-19,0.028,0.063,0.079
2020-08-20,-0.011,0.064,0.081
2020-08-21,0.031,0.064,0.082
2020-08-22,-0.005,0.060,0.104
2020-08-23,0.028,0.059,0.075
2020-08-24,0.042,0.063,0.074
2020-08-25,0.026,0.063,0.106
2020-08-26,0.055,0.065,0.073
2020-08-27,0.034,0.066,0.096
2020-08-28,0.044,0.067,0.081
2020-08-29,0.030,0.063,0.082
2020-08-30,0.030,0.064,0.103
2020-08-31,0.059,0.067,0.107
2020-09-01,0.028,0.064,0.088
2020-09-02,0.019,0.062,0.095
2020-09-03,0.046,0.064,0.074
2020-09-04,0.051,0.064,0.080
2020-09-05,-0.027,0.055,0.069
2020-09-06,0.051,0.063,0.077
2020-09-07,0.053,0.062,0.072
2020-09-08,0.057,0.064,0.079
2020-09-09,-0.001,0.057,0.075
2020-09-10,0.017,0.064,0.079
2020-09-11,0.006,0.056,0.084
2020-09-12,0.052,0.065,0.081
2020-09-13,0.005,0.067,0.139
2020-09-14,0.017,0.060,0.073
2020-09-15,0.004,0.062,0.093
2020-09-16,0.009,0.058,0.076
2020-09-17,0.051,0.063,0.078
2020-09-18,0.054,0.064,0.080
2020-09-19,0.050,0.063,0.085
2020-09-20,0.015,0.059,0.073
2020-09-21,0.004,0.059,0.081
2020-09-22,-0.007,0.059,0.099
2020-09-23,0.006,0.059,0.073
2020-09-24,0.039,0.060,0.070
2020-09-25,0.046,0.061,0.067
2020-09-26,0.006,0.060,0.084
2020-09-27,0.058,0.064,0.075
2020-09-28,0.051,0.062,0.070
2020-09-29,0.016,0.053,0.091
2020-09-30,0.049,0.058,0.075
2020-10-01,0.040,0.066,0.076
2020-10-02,0.043,0.068,0.112
2020-10-03,0.050,0.080,0.156
2020-10-04,0.015,0.126,0.256
2020-10-05,0.020,0.030,0.063
2020-10-06,0.000,0.043,0.097
2020-10-07,0.066,0.075,0.090
2020-10-08,0.062,0.108,0.179
2020-10-09,0.039,0.104,0.157
2020-10-10,0.070,0.096,0.115
2020-10-11,0.005,0.101,0.152
2020-10-12,0.097,0.116,0.137
2020-10-13,0.016,0.079,0.125
2020-10-14,0.049,0.089,0.115
2020-10-15,0.058,0.109,0.136
2020-10-16,0.078,0.110,0.137
2020-10-17,0.057,0.083,0.109
2020-10-18,0.015,0.066,0.106
2020-10-19,0.000,0.072,0.138
2020-10-20,0.051,0.067,0.076
2020-10-21,0.060,0.075,0.121
2020-10-22,-0.026,0.064,0.128
2020-10-23,0.055,0.073,0.108
2020-10-24,0.037,0.080,0.130
2020-10-25,0.085,0.118,0.133
2020-10-26,-0.003,0.078,0.138
2020-10-27,-0.017,0.028,0.095
2020-10-28,-0.024,0.059,0.127
2020-10-29,0.103,0.130,0.163
2020-10-30,0.095,0.128,0.208
2020-10-31,0.020,0.074,0.219
2020-11-01,0.016,0.047,0.076
2020-11-02,0.028,0.044,0.050
2020-11-03,0.042,0.054,0.073
2020-11-04,0.057,0.069,0.080
2020-11-05,0.069,0.079,0.094
2020-11-06,0.065,0.102,0.146
2020-11-07,0.058,0.101,0.149
2020-11-08,0.028,0.080,0.133
2020-11-09,0.057,0.096,0.151
2020-11-10,0.046,0.064,0.100
2020-11-11,0.056,0.074,0.111
2020-11-12,0.109,0.121,0.143
2020-11-13,0.030,0.108,0.150
2020-11-14,0.029,0.071,0.118
