,power kW
778,0.22707510817826393
779,0.24771829983083338
780,0.31996947061482645
781,0.40254223722510424
782,0.5367229829668057
783,0.6502605370559377
784,0.6399389412296529
785,0.5883309620982292
786,0.5367229829668057
787,0.5160797913142362
788,0.5057581954879514
789,0.49543659966166675
790,0.48511500383538203
791,0.48511500383538203
792,0.5057581954879514
793,0.5057581954879514
794,0.48511500383538203
795,0.4644718121828126
796,0.45415021635652786
797,0.4747934080090973
798,0.48511500383538203
799,0.5470445787930904
800,0.6605821328822223
801,0.8050844744502085
802,0.9186220285393405
803,0.9495868160181946
804,0.9495868160181946
805,0.9392652201919099
806,0.9083004327130557
807,0.8670140494079168
808,0.8257276661027779
809,0.8050844744502085
810,0.7947628786239238
811,0.7431548994925001
812,0.6915469203610766
813,0.6089741537507987
814,0.5057581954879514
815,0.4231854288776737
816,0.3406126622673959
817,0.2890046831359723
818,0.2580398956571181
819,0.23739670400454865
820,0.22707510817826393
821,0.2167535123519792
822,0.2167535123519792
823,0.20643191652569448
824,0.20643191652569448
825,0.2167535123519792
826,0.22707510817826393
827,0.24771829983083338
828,0.31996947061482645
829,0.40254223722510424
830,0.5367229829668057
831,0.6502605370559377
832,0.6399389412296529
833,0.5883309620982292
834,0.5367229829668057
835,0.5160797913142362
836,0.5057581954879514
837,0.49543659966166675
838,0.48511500383538203
839,0.48511500383538203
840,0.5057581954879514
841,0.5057581954879514
842,0.48511500383538203
843,0.4644718121828126
844,0.45415021635652786
845,0.4747934080090973
846,0.48511500383538203
847,0.5470445787930904
848,0.6605821328822223
849,0.8050844744502085
850,0.9186220285393405
851,0.9495868160181946
852,0.9495868160181946
853,0.9392652201919099
854,0.9083004327130557
855,0.8670140494079168
856,0.8257276661027779
857,0.8050844744502085
858,0.7947628786239238
859,0.7431548994925001
860,0.6915469203610766
861,0.6089741537507987
862,0.5057581954879514
863,0.4231854288776737
864,0.3406126622673959
865,0.2890046831359723
866,0.2580398956571181
867,0.23739670400454865
868,0.22707510817826393
869,0.2167535123519792
870,0.2167535123519792
871,0.20643191652569448
872,0.20643191652569448
873,0.2167535123519792
874,0.22707510817826393
875,0.24771829983083338
876,0.31996947061482645
877,0.40254223722510424
878,0.5367229829668057
879,0.6502605370559377
880,0.6399389412296529
881,0.5883309620982292
882,0.5367229829668057
883,0.5160797913142362
884,0.5057581954879514
885,0.49543659966166675
886,0.48511500383538203
887,0.48511500383538203
888,0.5057581954879514
889,0.5057581954879514
890,0.48511500383538203
891,0.4644718121828126
892,0.45415021635652786
893,0.4747934080090973
894,0.48511500383538203
895,0.5470445787930904
896,0.6605821328822223
897,0.8050844744502085
898,0.9186220285393405
899,0.9495868160181946
900,0.9495868160181946
901,0.9392652201919099
902,0.9083004327130557
903,0.8670140494079168
904,0.8257276661027779
905,0.8050844744502085
906,0.7947628786239238
907,0.7431548994925001
908,0.6915469203610766
909,0.6089741537507987
910,0.5057581954879514
911,0.4231854288776737
912,0.40254223722510424
913,0.33029106644111117
914,0.2890046831359723
915,0.2580398956571181
916,0.23739670400454865
917,0.22707510817826393
918,0.2167535123519792
919,0.2167535123519792
920,0.2167535123519792
921,0.2167535123519792
922,0.22707510817826393
923,0.23739670400454865
924,0.27868308730968755
925,0.33029106644111117
926,0.40254223722510424
927,0.4747934080090973
928,0.526401387140521
929,0.5780093662719445
930,0.5883309620982292
931,0.5883309620982292
932,0.5883309620982292
933,0.5883309620982292
934,0.5780093662719445
935,0.5780093662719445
936,0.6089741537507987
937,0.6089741537507987
938,0.598652557924514
939,0.5573661746193751
940,0.5367229829668057
941,0.5470445787930904
942,0.5470445787930904
943,0.5780093662719445
944,0.6502605370559377
945,0.7534764953187848
946,0.856692453581632
947,0.9186220285393405
948,0.9186220285393405
949,0.9289436243656252
950,0.9186220285393405
951,0.8670140494079168
952,0.8257276661027779
953,0.7637980911450696
954,0.7534764953187848
955,0.7121901120136459
956,0.6605821328822223
957,0.6089741537507987
958,0.5367229829668057
959,0.4747934080090973
960,0.4231854288776737
961,0.3509342580936806
962,0.3096478747885417
963,0.27868308730968755
964,0.2580398956571181
965,0.23739670400454865
966,0.22707510817826393
967,0.2167535123519792
968,0.2167535123519792
969,0.2167535123519792
970,0.2167535123519792
971,0.22707510817826393
972,0.24771829983083338
973,0.27868308730968755
974,0.31996947061482645
975,0.3922206413988195
976,0.45415021635652786
977,0.5470445787930904
978,0.598652557924514
979,0.6399389412296529
980,0.7018685161873612
981,0.7225117078399307
982,0.7534764953187848
983,0.7637980911450696
984,0.7947628786239238
985,0.7947628786239238
986,0.7637980911450696
987,0.7018685161873612
988,0.6502605370559377
989,0.6502605370559377
990,0.6605821328822223
991,0.6709037287085071
992,0.7431548994925001
993,0.8154060702764933
994,0.8876572410604863
995,0.9289436243656252
996,0.9495868160181946
997,0.9289436243656252
998,0.9083004327130557
999,0.8773356452342015
1000,0.8463708577553474
1001,0.8050844744502085
1002,0.7947628786239238
1003,0.7431548994925001
1004,0.6915469203610766
1005,0.6192957495770834
1006,0.5160797913142362
1007,0.4335070247039584
1008,0.3406126622673959
1009,0.2890046831359723
1010,0.2580398956571181
1011,0.23739670400454865
1012,0.22707510817826393
1013,0.2167535123519792
1014,0.2167535123519792
1015,0.20643191652569448
1016,0.20643191652569448
1017,0.2167535123519792
1018,0.22707510817826393
1019,0.24771829983083338
1020,0.31996947061482645
1021,0.40254223722510424
1022,0.5367229829668057
1023,0.6502605370559377
1024,0.6399389412296529
1025,0.5883309620982292
1026,0.5367229829668057
1027,0.5160797913142362
1028,0.5057581954879514
1029,0.49543659966166675
1030,0.48511500383538203
1031,0.48511500383538203
1032,0.5057581954879514
1033,0.5057581954879514
1034,0.48511500383538203
1035,0.4644718121828126
1036,0.45415021635652786
1037,0.4747934080090973
1038,0.48511500383538203
1039,0.5470445787930904
1040,0.6605821328822223
1041,0.8050844744502085
1042,0.9186220285393405
1043,0.9495868160181946
1044,0.9495868160181946
1045,0.9392652201919099
1046,0.9083004327130557
1047,0.8670140494079168
1048,0.8257276661027779
1049,0.8050844744502085
1050,0.7947628786239238
1051,0.7431548994925001
1052,0.6915469203610766
1053,0.6089741537507987
1054,0.5057581954879514
1055,0.4231854288776737
1056,0.3406126622673959
1057,0.2890046831359723
1058,0.2580398956571181
1059,0.23739670400454865
1060,0.22707510817826393
1061,0.2167535123519792
1062,0.2167535123519792
1063,0.20643191652569448
1064,0.20643191652569448
1065,0.2167535123519792
1066,0.22707510817826393
1067,0.24771829983083338
1068,0.31996947061482645
1069,0.40254223722510424
1070,0.5367229829668057
1071,0.6502605370559377
1072,0.6399389412296529
1073,0.5883309620982292
1074,0.5367229829668057
1075,0.5160797913142362
1076,0.5057581954879514
1077,0.49543659966166675
1078,0.48511500383538203
1079,0.48511500383538203
1080,0.5057581954879514
1081,0.5057581954879514
1082,0.48511500383538203
1083,0.4644718121828126
1084,0.45415021635652786
1085,0.4747934080090973
1086,0.48511500383538203
1087,0.5470445787930904
1088,0.6605821328822223
1089,0.8050844744502085
1090,0.9186220285393405
1091,0.9495868160181946
1092,0.9495868160181946
1093,0.9392652201919099
1094,0.9083004327130557
1095,0.8670140494079168
1096,0.8257276661027779
1097,0.8050844744502085
1098,0.7947628786239238
1099,0.7431548994925001
1100,0.6915469203610766
1101,0.6089741537507987
1102,0.5057581954879514
1103,0.4231854288776737
1104,0.3406126622673959
1105,0.2890046831359723
1106,0.2580398956571181
1107,0.23739670400454865
1108,0.22707510817826393
1109,0.2167535123519792
1110,0.2167535123519792
1111,0.20643191652569448
1112,0.20643191652569448
1113,0.2167535123519792
1114,0.22707510817826393
1115,0.24771829983083338
1116,0.31996947061482645
1117,0.40254223722510424
1118,0.5367229829668057
1119,0.6502605370559377
1120,0.6399389412296529
1121,0.5883309620982292
1122,0.5367229829668057
1123,0.5160797913142362
1124,0.5057581954879514
1125,0.49543659966166675
1126,0.48511500383538203
1127,0.48511500383538203
1128,0.5057581954879514
1129,0.5057581954879514
1130,0.48511500383538203
1131,0.4644718121828126
1132,0.45415021635652786
1133,0.4747934080090973
1134,0.48511500383538203
1135,0.5470445787930904
1136,0.6605821328822223
1137,0.8050844744502085
1138,0.9186220285393405
1139,0.9495868160181946
1140,0.9495868160181946
1141,0.9392652201919099
1142,0.9083004327130557
1143,0.8670140494079168
1144,0.8257276661027779
1145,0.8050844744502085
1146,0.7947628786239238
1147,0.7431548994925001
1148,0.6915469203610766
1149,0.6089741537507987
1150,0.5057581954879514
1151,0.4231854288776737
1152,0.3406126622673959
1153,0.2890046831359723
1154,0.2580398956571181
1155,0.23739670400454865
1156,0.22707510817826393
1157,0.2167535123519792
1158,0.2167535123519792
1159,0.20643191652569448
1160,0.20643191652569448
1161,0.2167535123519792
1162,0.22707510817826393
1163,0.24771829983083338
1164,0.31996947061482645
1165,0.40254223722510424
1166,0.5367229829668057
1167,0.6502605370559377
1168,0.6399389412296529
1169,0.5883309620982292
1170,0.5367229829668057
1171,0.5160797913142362
1172,0.5057581954879514
1173,0.49543659966166675
1174,0.48511500383538203
1175,0.48511500383538203
1176,0.5057581954879514
1177,0.5057581954879514
1178,0.48511500383538203
1179,0.4644718121828126
1180,0.45415021635652786
1181,0.4747934080090973
1182,0.48511500383538203
1183,0.5470445787930904
1184,0.6605821328822223
1185,0.8050844744502085
1186,0.9186220285393405
1187,0.9495868160181946
1188,0.9495868160181946
1189,0.9392652201919099
1190,0.9083004327130557
1191,0.8670140494079168
1192,0.8257276661027779
1193,0.8050844744502085
1194,0.7947628786239238
1195,0.7431548994925001
1196,0.6915469203610766
1197,0.6089741537507987
1198,0.5057581954879514
1199,0.4231854288776737
1200,0.3406126622673959
1201,0.2890046831359723
1202,0.2580398956571181
1203,0.23739670400454865
1204,0.22707510817826393
1205,0.2167535123519792
1206,0.2167535123519792
1207,0.20643191652569448
1208,0.20643191652569448
1209,0.2167535123519792
1210,0.22707510817826393
1211,0.24771829983083338
1212,0.31996947061482645
1213,0.40254223722510424
1214,0.5367229829668057
1215,0.6502605370559377
1216,0.6399389412296529
1217,0.5883309620982292
1218,0.5367229829668057
1219,0.5160797913142362
1220,0.5057581954879514
1221,0.49543659966166675
1222,0.48511500383538203
1223,0.48511500383538203
1224,0.5057581954879514
1225,0.5057581954879514
1226,0.48511500383538203
1227,0.4644718121828126
1228,0.45415021635652786
1229,0.4747934080090973
1230,0.48511500383538203
1231,0.5470445787930904
1232,0.6605821328822223
1233,0.8050844744502085
1234,0.9186220285393405
1235,0.9495868160181946
1236,0.9495868160181946
1237,0.9392652201919099
1238,0.9083004327130557
1239,0.8670140494079168
1240,0.8257276661027779
1241,0.8050844744502085
1242,0.7947628786239238
1243,0.7431548994925001
1244,0.6915469203610766
1245,0.6089741537507987
1246,0.5057581954879514
1247,0.4231854288776737
1248,0.40254223722510424
