,Charging Power (kW)
4390,0.0
4391,0.0
4392,0.0
4393,0.0
4394,0.0
4395,0.0
4396,0.0
4397,0.0
4398,0.0
4399,0.0
4400,0.0
4401,0.0
4402,0.0
4403,0.0
4404,0.0
4405,0.0
4406,0.0
4407,0.0
4408,0.0
4409,0.0
4410,0.0
4411,0.0
4412,0.0
4413,0.0
4414,0.45157902234038977
4415,0.6021053631205197
4416,0.8429475083687274
4417,0.9700586405830594
4418,1.0737545642315933
4419,1.1339651005436453
4420,1.1440001899289873
4421,0.9031580446807795
4422,0.7526317039006495
4423,0.5418948268084677
4424,0.4214737541843637
4425,0.3010526815602598
4426,0.21073687709218186
4427,0.12042107262410393
4428,0.07827369720566754
4429,0.06021053631205196
4430,0.01806316089361559
4431,0.01505263407801299
4432,0.006021053631205197
4433,0.0030105268156025984
4434,0.0
4435,0.0
4436,0.0
4437,0.0
4438,0.0
4439,0.0
4440,0.0
4441,0.0
4442,0.0
4443,0.0
4444,0.0
4445,0.0
4446,0.0
4447,0.0
4448,0.0
4449,0.0
4450,0.0
4451,0.0
4452,0.0
4453,0.0
4454,0.0
4455,0.0
4456,0.0
4457,0.0
4458,0.0
4459,0.0
4460,0.0
4461,0.0
4462,0.45157902234038977
4463,0.6021053631205197
4464,0.8429475083687274
4465,0.9700586405830594
4466,1.0737545642315933
4467,1.1339651005436453
4468,1.1440001899289873
4469,0.9031580446807795
4470,0.7526317039006495
4471,0.5418948268084677
4472,0.4214737541843637
4473,0.3010526815602598
4474,0.21073687709218186
4475,0.12042107262410393
4476,0.07827369720566754
4477,0.06021053631205196
4478,0.01806316089361559
4479,0.01505263407801299
4480,0.006021053631205197
4481,0.0030105268156025984
4482,0.0
4483,0.0
4484,0.0
4485,0.0
4486,0.0
4487,0.0
4488,0.0
4489,0.0
4490,0.0
4491,0.0
4492,0.0
4493,0.0
4494,0.0
4495,0.0
4496,0.0
4497,0.0
4498,0.0
4499,0.0
4500,0.0
4501,0.0
4502,0.0
4503,0.0
4504,0.0
4505,0.0
4506,0.0
4507,0.0
4508,0.0
4509,0.0
4510,0.45157902234038977
4511,0.6021053631205197
4512,0.8429475083687274
4513,0.9700586405830594
4514,1.0737545642315933
4515,1.1339651005436453
4516,1.1440001899289873
4517,0.9031580446807795
4518,0.7526317039006495
4519,0.5418948268084677
4520,0.4214737541843637
4521,0.3010526815602598
4522,0.21073687709218186
4523,0.12042107262410393
4524,0.07827369720566754
4525,0.06021053631205196
4526,0.01806316089361559
4527,0.01505263407801299
4528,0.006021053631205197
4529,0.0030105268156025984
4530,0.0
4531,0.0
4532,0.0
4533,0.0
4534,0.0
4535,0.0
4536,0.0
4537,0.0
4538,0.0
4539,0.0
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,0.0
4545,0.0
4546,0.0
4547,0.0
4548,0.0
4549,0.0
4550,0.0
4551,0.0
4552,0.0
4553,0.0
4554,0.0
4555,0.0
4556,0.0
4557,0.0
4558,0.45157902234038977
4559,0.6021053631205197
4560,0.8429475083687274
4561,0.9700586405830594
4562,1.0737545642315933
4563,1.1339651005436453
4564,1.1440001899289873
4565,0.9031580446807795
4566,0.7526317039006495
4567,0.5418948268084677
4568,0.4214737541843637
4569,0.3010526815602598
4570,0.21073687709218186
4571,0.12042107262410393
4572,0.07827369720566754
4573,0.06021053631205196
4574,0.01806316089361559
4575,0.01505263407801299
4576,0.006021053631205197
4577,0.0030105268156025984
4578,0.0
4579,0.0
4580,0.0
4581,0.0
4582,0.0
4583,0.0
4584,0.0
4585,0.0
4586,0.0
4587,0.0
4588,0.0
4589,0.0
4590,0.0
4591,0.0
4592,0.0
4593,0.0
4594,0.0
4595,0.0
4596,0.0
4597,0.0
4598,0.0
4599,0.0
4600,0.0
4601,0.0
4602,0.0
4603,0.0
4604,0.0
4605,0.0
4606,0.45157902234038977
4607,0.6021053631205197
4608,0.8429475083687274
4609,0.9700586405830594
4610,1.0737545642315933
4611,1.1339651005436453
4612,1.1440001899289873
4613,0.9031580446807795
4614,0.7526317039006495
4615,0.5418948268084677
4616,0.4214737541843637
4617,0.3010526815602598
4618,0.21073687709218186
4619,0.12042107262410393
4620,0.07827369720566754
4621,0.06021053631205196
4622,0.01806316089361559
4623,0.01505263407801299
4624,0.006021053631205197
4625,0.0030105268156025984
4626,0.0
4627,0.0
4628,0.0
4629,0.0
4630,0.0
4631,0.0
4632,0.0
4633,0.0
4634,0.0
4635,0.0
4636,0.0
4637,0.0
4638,0.0
4639,0.0
4640,0.0
4641,0.0
4642,0.0
4643,0.0
4644,0.0
4645,0.0
4646,0.0
4647,0.0
4648,0.0
4649,0.0
4650,0.0
4651,0.0
4652,0.0
4653,0.0
4654,0.45157902234038977
4655,0.6021053631205197
4656,0.8429475083687274
4657,0.9700586405830594
4658,1.0737545642315933
4659,1.1339651005436453
4660,1.1440001899289873
4661,0.9031580446807795
4662,0.7526317039006495
4663,0.5418948268084677
4664,0.4214737541843637
4665,0.3010526815602598
4666,0.21073687709218186
4667,0.12042107262410393
4668,0.07827369720566754
4669,0.06021053631205196
4670,0.01806316089361559
4671,0.01505263407801299
4672,0.006021053631205197
4673,0.0030105268156025984
4674,0.0
4675,0.0
4676,0.0
4677,0.0
4678,0.0
4679,0.0
4680,0.0
4681,0.0
4682,0.0
4683,0.0
4684,0.0
4685,0.0
4686,0.0
4687,0.0
4688,0.0
4689,0.0
4690,0.0
4691,0.0
4692,0.0
4693,0.0
4694,0.0
4695,0.0
4696,0.0
4697,0.0
4698,0.0
4699,0.0
4700,0.0
4701,0.0
4702,0.45157902234038977
4703,0.6021053631205197
4704,0.8429475083687274
4705,0.9700586405830594
4706,1.0737545642315933
4707,1.1339651005436453
4708,1.1440001899289873
4709,0.9031580446807795
4710,0.7526317039006495
4711,0.5418948268084677
4712,0.4214737541843637
4713,0.3010526815602598
4714,0.21073687709218186
4715,0.12042107262410393
4716,0.07827369720566754
4717,0.06021053631205196
4718,0.01806316089361559
4719,0.01505263407801299
4720,0.006021053631205197
4721,0.0030105268156025984
4722,0.0
4723,0.0
4724,0.0
4725,0.0
4726,0.0
4727,0.0
4728,0.0
4729,0.0
4730,0.0
4731,0.0
4732,0.0
4733,0.0
4734,0.0
4735,0.0
4736,0.0
4737,0.0
4738,0.0
4739,0.0
4740,0.0
4741,0.0
4742,0.0
4743,0.0
4744,0.0
4745,0.0
4746,0.0
4747,0.0
4748,0.0
4749,0.0
4750,0.45157902234038977
4751,0.6021053631205197
4752,0.8429475083687274
4753,0.9700586405830594
4754,1.0737545642315933
4755,1.1339651005436453
4756,1.1440001899289873
4757,0.9031580446807795
4758,0.7526317039006495
4759,0.5418948268084677
4760,0.4214737541843637
4761,0.3010526815602598
4762,0.21073687709218186
4763,0.12042107262410393
4764,0.07827369720566754
4765,0.06021053631205196
4766,0.01806316089361559
4767,0.01505263407801299
4768,0.006021053631205197
4769,0.0030105268156025984
4770,0.0
4771,0.0
4772,0.0
4773,0.0
4774,0.0
4775,0.0
4776,0.0
4777,0.0
4778,0.0
4779,0.0
4780,0.0
4781,0.0
4782,0.0
4783,0.0
4784,0.0
4785,0.0
4786,0.0
4787,0.0
4788,0.0
4789,0.0
4790,0.0
4791,0.0
4792,0.0
4793,0.0
4794,0.0
4795,0.0
4796,0.0
4797,0.0
4798,0.45157902234038977
4799,0.6021053631205197
4800,0.8429475083687274
4801,0.9700586405830594
4802,1.0737545642315933
4803,1.1339651005436453
4804,1.1440001899289873
4805,0.9031580446807795
4806,0.7526317039006495
4807,0.5418948268084677
4808,0.4214737541843637
4809,0.3010526815602598
4810,0.21073687709218186
4811,0.12042107262410393
4812,0.07827369720566754
4813,0.06021053631205196
4814,0.01806316089361559
4815,0.01505263407801299
4816,0.006021053631205197
4817,0.0030105268156025984
4818,0.0
4819,0.0
4820,0.0
4821,0.0
4822,0.0
4823,0.0
4824,0.0
4825,0.0
4826,0.0
4827,0.0
4828,0.0
4829,0.0
4830,0.0
4831,0.0
4832,0.0
4833,0.0
4834,0.0
4835,0.0
4836,0.0
4837,0.0
4838,0.0
4839,0.0
4840,0.0
4841,0.0
4842,0.0
4843,0.0
4844,0.0
4845,0.0
4846,0.45157902234038977
4847,0.6021053631205197
4848,0.8429475083687274
4849,0.9700586405830594
4850,1.0737545642315933
4851,1.1339651005436453
4852,1.1440001899289873
4853,0.9031580446807795
4854,0.7526317039006495
4855,0.5418948268084677
4856,0.4214737541843637
4857,0.3010526815602598
4858,0.21073687709218186
4859,0.12042107262410393
4860,0.07827369720566754
4861,0.06021053631205196
4862,0.01806316089361559
4863,0.01505263407801299
4864,0.006021053631205197
4865,0.0030105268156025984
4866,0.0
4867,0.0
4868,0.0
4869,0.0
4870,0.0
4871,0.0
4872,0.0
4873,0.0
4874,0.0
4875,0.0
4876,0.0
4877,0.0
4878,0.0
4879,0.0
4880,0.0
4881,0.0
4882,0.0
4883,0.0
4884,0.0
4885,0.0
4886,0.0
4887,0.0
4888,0.0
4889,0.0
4890,0.0
4891,0.0
4892,0.0
4893,0.0
4894,0.45157902234038977
4895,0.6021053631205197
4896,0.8429475083687274
4897,0.9700586405830594
4898,1.0737545642315933
4899,1.1339651005436453
4900,1.1440001899289873
4901,0.9031580446807795
4902,0.7526317039006495
4903,0.5418948268084677
4904,0.4214737541843637
4905,0.3010526815602598
4906,0.21073687709218186
4907,0.12042107262410393
4908,0.07827369720566754
4909,0.06021053631205196
4910,0.01806316089361559
4911,0.01505263407801299
4912,0.006021053631205197
4913,0.0030105268156025984
4914,0.0
4915,0.0
4916,0.0
4917,0.0
4918,0.0
4919,0.0
4920,0.0
4921,0.0
4922,0.0
4923,0.0
4924,0.0
4925,0.0
4926,0.0
4927,0.0
4928,0.0
4929,0.0
4930,0.0
4931,0.0
4932,0.0
4933,0.0
4934,0.0
4935,0.0
4936,0.0
4937,0.0
4938,0.0
4939,0.0
4940,0.0
4941,0.0
4942,0.45157902234038977
4943,0.6021053631205197
4944,0.8429475083687274
4945,0.9700586405830594
4946,1.0737545642315933
4947,1.1339651005436453
4948,1.1440001899289873
4949,0.9031580446807795
4950,0.7526317039006495
4951,0.5418948268084677
4952,0.4214737541843637
4953,0.3010526815602598
4954,0.21073687709218186
4955,0.12042107262410393
4956,0.07827369720566754
4957,0.06021053631205196
4958,0.01806316089361559
4959,0.01505263407801299
4960,0.006021053631205197
4961,0.0030105268156025984
4962,0.0
4963,0.0
4964,0.0
4965,0.0
4966,0.0
4967,0.0
4968,0.0
4969,0.0
4970,0.0
4971,0.0
4972,0.0
4973,0.0
4974,0.0
4975,0.0
4976,0.0
4977,0.0
4978,0.0
4979,0.0
4980,0.0
4981,0.0
4982,0.0
4983,0.0
4984,0.0
4985,0.0
4986,0.0
4987,0.0
4988,0.0
4989,0.0
4990,0.45157902234038977
4991,0.6021053631205197
4992,0.8429475083687274
4993,0.9700586405830594
4994,1.0737545642315933
4995,1.1339651005436453
4996,1.1440001899289873
4997,0.9031580446807795
4998,0.7526317039006495
4999,0.5418948268084677
5000,0.4214737541843637
5001,0.3010526815602598
5002,0.21073687709218186
5003,0.12042107262410393
5004,0.07827369720566754
5005,0.06021053631205196
5006,0.01806316089361559
5007,0.01505263407801299
5008,0.006021053631205197
5009,0.0030105268156025984
5010,0.0
5011,0.0
5012,0.0
5013,0.0
5014,0.0
5015,0.0
5016,0.0
5017,0.0
5018,0.0
5019,0.0
5020,0.0
5021,0.0
5022,0.0
5023,0.0
5024,0.0
5025,0.0
5026,0.0
5027,0.0
5028,0.0
5029,0.0
5030,0.0
5031,0.0
5032,0.0
5033,0.0
5034,0.0
5035,0.0
5036,0.0
5037,0.0
5038,0.45157902234038977
5039,0.6021053631205197
5040,0.8429475083687274
5041,0.9700586405830594
5042,1.0737545642315933
5043,1.1339651005436453
5044,1.1440001899289873
5045,0.9031580446807795
5046,0.7526317039006495
5047,0.5418948268084677
5048,0.4214737541843637
5049,0.3010526815602598
5050,0.21073687709218186
5051,0.12042107262410393
5052,0.07827369720566754
5053,0.06021053631205196
5054,0.01806316089361559
5055,0.01505263407801299
5056,0.006021053631205197
5057,0.0030105268156025984
5058,0.0
5059,0.0
5060,0.0
5061,0.0
5062,0.0
5063,0.0
5064,0.0
5065,0.0
5066,0.0
5067,0.0
5068,0.0
5069,0.0
5070,0.0
5071,0.0
5072,0.0
5073,0.0
5074,0.0
5075,0.0
5076,0.0
5077,0.0
5078,0.0
5079,0.0
5080,0.0
5081,0.0
5082,0.0
5083,0.0
5084,0.0
5085,0.0
5086,0.45157902234038977
5087,0.6021053631205197
5088,0.8429475083687274
5089,0.9700586405830594
5090,1.0737545642315933
5091,1.1339651005436453
5092,1.1440001899289873
5093,0.9031580446807795
5094,0.7526317039006495
5095,0.5418948268084677
5096,0.4214737541843637
5097,0.3010526815602598
5098,0.21073687709218186
5099,0.12042107262410393
5100,0.07827369720566754
5101,0.06021053631205196
5102,0.01806316089361559
5103,0.01505263407801299
5104,0.006021053631205197
5105,0.0030105268156025984
5106,0.0
5107,0.0
5108,0.0
5109,0.0
5110,0.0
5111,0.0
5112,0.0
5113,0.0
5114,0.0
5115,0.0
5116,0.0
5117,0.0
5118,0.0
5119,0.0
5120,0.0
5121,0.0
5122,0.0
5123,0.0
5124,0.0
5125,0.0
5126,0.0
5127,0.0
5128,0.0
5129,0.0
5130,0.0
5131,0.0
5132,0.0
5133,0.0
5134,0.45157902234038977
5135,0.6021053631205197
5136,0.8429475083687274
5137,0.9700586405830594
5138,1.0737545642315933
5139,1.1339651005436453
5140,1.1440001899289873
5141,0.9031580446807795
5142,0.7526317039006495
5143,0.5418948268084677
5144,0.4214737541843637
5145,0.3010526815602598
5146,0.21073687709218186
5147,0.12042107262410393
5148,0.07827369720566754
5149,0.06021053631205196
5150,0.01806316089361559
5151,0.01505263407801299
5152,0.006021053631205197
5153,0.0030105268156025984
5154,0.0
5155,0.0
5156,0.0
5157,0.0
5158,0.0
5159,0.0
5160,0.0
5161,0.0
5162,0.0
5163,0.0
5164,0.0
5165,0.0
5166,0.0
5167,0.0
5168,0.0
5169,0.0
5170,0.0
5171,0.0
5172,0.0
5173,0.0
5174,0.0
5175,0.0
5176,0.0
5177,0.0
5178,0.0
5179,0.0
5180,0.0
5181,0.0
5182,0.45157902234038977
5183,0.6021053631205197
5184,0.8429475083687274
5185,0.9700586405830594
5186,1.0737545642315933
5187,1.1339651005436453
5188,1.1440001899289873
5189,0.9031580446807795
5190,0.7526317039006495
5191,0.5418948268084677
5192,0.4214737541843637
5193,0.3010526815602598
5194,0.21073687709218186
5195,0.12042107262410393
5196,0.07827369720566754
5197,0.06021053631205196
5198,0.01806316089361559
5199,0.01505263407801299
5200,0.006021053631205197
5201,0.0030105268156025984
5202,0.0
5203,0.0
5204,0.0
5205,0.0
5206,0.0
5207,0.0
5208,0.0
5209,0.0
5210,0.0
5211,0.0
5212,0.0
5213,0.0
5214,0.0
5215,0.0
5216,0.0
5217,0.0
5218,0.0
5219,0.0
5220,0.0
5221,0.0
5222,0.0
5223,0.0
5224,0.0
5225,0.0
5226,0.0
5227,0.0
5228,0.0
5229,0.0
5230,0.45157902234038977
5231,0.6021053631205197
5232,0.8429475083687274
5233,0.9700586405830594
5234,1.0737545642315933
5235,1.1339651005436453
5236,1.1440001899289873
5237,0.9031580446807795
5238,0.7526317039006495
5239,0.5418948268084677
5240,0.4214737541843637
5241,0.3010526815602598
5242,0.21073687709218186
5243,0.12042107262410393
5244,0.07827369720566754
5245,0.06021053631205196
5246,0.01806316089361559
5247,0.01505263407801299
5248,0.006021053631205197
5249,0.0030105268156025984
5250,0.0
5251,0.0
5252,0.0
5253,0.0
5254,0.0
5255,0.0
5256,0.0
5257,0.0
5258,0.0
5259,0.0
5260,0.0
5261,0.0
5262,0.0
5263,0.0
5264,0.0
5265,0.0
5266,0.0
5267,0.0
5268,0.0
5269,0.0
5270,0.0
5271,0.0
5272,0.0
5273,0.0
5274,0.0
5275,0.0
5276,0.0
5277,0.0
5278,0.45157902234038977
5279,0.6021053631205197
5280,0.8429475083687274
5281,0.9700586405830594
5282,1.0737545642315933
5283,1.1339651005436453
5284,1.1440001899289873
5285,0.9031580446807795
5286,0.7526317039006495
5287,0.5418948268084677
5288,0.4214737541843637
5289,0.3010526815602598
5290,0.21073687709218186
5291,0.12042107262410393
5292,0.07827369720566754
5293,0.06021053631205196
5294,0.01806316089361559
5295,0.01505263407801299
5296,0.006021053631205197
5297,0.0030105268156025984
5298,0.0
5299,0.0
5300,0.0
5301,0.0
5302,0.0
5303,0.0
5304,0.0
5305,0.0
5306,0.0
5307,0.0
5308,0.0
5309,0.0
5310,0.0
5311,0.0
5312,0.0
5313,0.0
5314,0.0
5315,0.0
5316,0.0
5317,0.0
5318,0.0
5319,0.0
5320,0.0
5321,0.0
5322,0.0
5323,0.0
5324,0.0
5325,0.0
5326,0.45157902234038977
5327,0.6021053631205197
5328,0.8429475083687274
5329,0.9700586405830594
5330,1.0737545642315933
5331,1.1339651005436453
5332,1.1440001899289873
5333,0.9031580446807795
5334,0.7526317039006495
5335,0.5418948268084677
5336,0.4214737541843637
5337,0.3010526815602598
5338,0.21073687709218186
5339,0.12042107262410393
5340,0.07827369720566754
5341,0.06021053631205196
5342,0.01806316089361559
5343,0.01505263407801299
5344,0.006021053631205197
5345,0.0030105268156025984
5346,0.0
5347,0.0
5348,0.0
5349,0.0
5350,0.0
5351,0.0
5352,0.0
5353,0.0
5354,0.0
5355,0.0
5356,0.0
5357,0.0
5358,0.0
5359,0.0
5360,0.0
5361,0.0
5362,0.0
5363,0.0
5364,0.0
5365,0.0
5366,0.0
5367,0.0
5368,0.0
5369,0.0
5370,0.0
5371,0.0
5372,0.0
5373,0.0
5374,0.45157902234038977
5375,0.6021053631205197
5376,0.8429475083687274
5377,0.9700586405830594
5378,1.0737545642315933
5379,1.1339651005436453
5380,1.1440001899289873
5381,0.9031580446807795
5382,0.7526317039006495
5383,0.5418948268084677
5384,0.4214737541843637
5385,0.3010526815602598
5386,0.21073687709218186
5387,0.12042107262410393
5388,0.07827369720566754
5389,0.06021053631205196
5390,0.01806316089361559
5391,0.01505263407801299
5392,0.006021053631205197
5393,0.0030105268156025984
5394,0.0
5395,0.0
5396,0.0
5397,0.0
5398,0.0
5399,0.0
5400,0.0
5401,0.0
5402,0.0
5403,0.0
5404,0.0
5405,0.0
5406,0.0
5407,0.0
5408,0.0
5409,0.0
5410,0.0
5411,0.0
5412,0.0
5413,0.0
5414,0.0
5415,0.0
5416,0.0
5417,0.0
5418,0.0
5419,0.0
5420,0.0
5421,0.0
5422,0.45157902234038977
5423,0.6021053631205197
5424,0.8429475083687274
5425,0.9700586405830594
5426,1.0737545642315933
5427,1.1339651005436453
5428,1.1440001899289873
5429,0.9031580446807795
5430,0.7526317039006495
5431,0.5418948268084677
5432,0.4214737541843637
5433,0.3010526815602598
5434,0.21073687709218186
5435,0.12042107262410393
5436,0.07827369720566754
5437,0.06021053631205196
5438,0.01806316089361559
5439,0.01505263407801299
5440,0.006021053631205197
5441,0.0030105268156025984
5442,0.0
5443,0.0
5444,0.0
5445,0.0
5446,0.0
5447,0.0
5448,0.0
5449,0.0
5450,0.0
5451,0.0
5452,0.0
5453,0.0
5454,0.0
5455,0.0
5456,0.0
5457,0.0
5458,0.0
5459,0.0
5460,0.0
5461,0.0
5462,0.0
5463,0.0
5464,0.0
5465,0.0
5466,0.0
5467,0.0
5468,0.0
5469,0.0
5470,0.45157902234038977
5471,0.6021053631205197
5472,0.8429475083687274
5473,0.9700586405830594
5474,1.0737545642315933
5475,1.1339651005436453
5476,1.1440001899289873
5477,0.9031580446807795
5478,0.7526317039006495
5479,0.5418948268084677
5480,0.4214737541843637
5481,0.3010526815602598
5482,0.21073687709218186
5483,0.12042107262410393
5484,0.07827369720566754
5485,0.06021053631205196
5486,0.01806316089361559
5487,0.01505263407801299
5488,0.006021053631205197
5489,0.0030105268156025984
5490,0.0
5491,0.0
5492,0.0
5493,0.0
5494,0.0
5495,0.0
5496,0.0
5497,0.0
5498,0.0
5499,0.0
5500,0.0
5501,0.0
5502,0.0
5503,0.0
5504,0.0
5505,0.0
5506,0.0
5507,0.0
5508,0.0
5509,0.0
5510,0.0
5511,0.0
5512,0.0
5513,0.0
5514,0.0
5515,0.0
5516,0.0
5517,0.0
5518,0.45157902234038977
5519,0.6021053631205197
5520,0.8429475083687274
5521,0.9700586405830594
5522,1.0737545642315933
5523,1.1339651005436453
5524,1.1440001899289873
5525,0.9031580446807795
5526,0.7526317039006495
5527,0.5418948268084677
5528,0.4214737541843637
5529,0.3010526815602598
5530,0.21073687709218186
5531,0.12042107262410393
5532,0.07827369720566754
5533,0.06021053631205196
5534,0.01806316089361559
5535,0.01505263407801299
5536,0.006021053631205197
5537,0.0030105268156025984
5538,0.0
5539,0.0
5540,0.0
5541,0.0
5542,0.0
5543,0.0
5544,0.0
5545,0.0
5546,0.0
5547,0.0
5548,0.0
5549,0.0
5550,0.0
5551,0.0
5552,0.0
5553,0.0
5554,0.0
5555,0.0
5556,0.0
5557,0.0
5558,0.0
5559,0.0
5560,0.0
5561,0.0
5562,0.0
5563,0.0
5564,0.0
5565,0.0
5566,0.45157902234038977
5567,0.6021053631205197
5568,0.8429475083687274
5569,0.9700586405830594
5570,1.0737545642315933
5571,1.1339651005436453
5572,1.1440001899289873
5573,0.9031580446807795
5574,0.7526317039006495
5575,0.5418948268084677
5576,0.4214737541843637
5577,0.3010526815602598
5578,0.21073687709218186
5579,0.12042107262410393
5580,0.07827369720566754
5581,0.06021053631205196
5582,0.01806316089361559
5583,0.01505263407801299
5584,0.006021053631205197
5585,0.0030105268156025984
5586,0.0
5587,0.0
5588,0.0
5589,0.0
5590,0.0
5591,0.0
5592,0.0
5593,0.0
5594,0.0
5595,0.0
5596,0.0
5597,0.0
5598,0.0
5599,0.0
5600,0.0
5601,0.0
5602,0.0
5603,0.0
5604,0.0
5605,0.0
5606,0.0
5607,0.0
5608,0.0
5609,0.0
5610,0.0
5611,0.0
5612,0.0
5613,0.0
5614,0.45157902234038977
5615,0.6021053631205197
5616,0.8429475083687274
5617,0.9700586405830594
5618,1.0737545642315933
5619,1.1339651005436453
5620,1.1440001899289873
5621,0.9031580446807795
5622,0.7526317039006495
5623,0.5418948268084677
5624,0.4214737541843637
5625,0.3010526815602598
5626,0.21073687709218186
5627,0.12042107262410393
5628,0.07827369720566754
5629,0.06021053631205196
5630,0.01806316089361559
5631,0.01505263407801299
5632,0.006021053631205197
5633,0.0030105268156025984
5634,0.0
5635,0.0
5636,0.0
5637,0.0
5638,0.0
5639,0.0
5640,0.0
5641,0.0
5642,0.0
5643,0.0
5644,0.0
5645,0.0
5646,0.0
5647,0.0
5648,0.0
5649,0.0
5650,0.0
5651,0.0
5652,0.0
5653,0.0
5654,0.0
5655,0.0
5656,0.0
5657,0.0
5658,0.0
5659,0.0
5660,0.0
5661,0.0
5662,0.45157902234038977
5663,0.6021053631205197
5664,0.8429475083687274
5665,0.9700586405830594
5666,1.0737545642315933
5667,1.1339651005436453
5668,1.1440001899289873
5669,0.9031580446807795
5670,0.7526317039006495
5671,0.5418948268084677
5672,0.4214737541843637
5673,0.3010526815602598
5674,0.21073687709218186
5675,0.12042107262410393
5676,0.07827369720566754
5677,0.06021053631205196
5678,0.01806316089361559
5679,0.01505263407801299
5680,0.006021053631205197
5681,0.0030105268156025984
5682,0.0
5683,0.0
5684,0.0
5685,0.0
5686,0.0
5687,0.0
5688,0.0
5689,0.0
5690,0.0
5691,0.0
5692,0.0
5693,0.0
5694,0.0
5695,0.0
5696,0.0
5697,0.0
5698,0.0
5699,0.0
5700,0.0
5701,0.0
5702,0.0
5703,0.0
5704,0.0
5705,0.0
5706,0.0
5707,0.0
5708,0.0
5709,0.0
5710,0.45157902234038977
5711,0.6021053631205197
5712,0.8429475083687274
5713,0.9700586405830594
5714,1.0737545642315933
5715,1.1339651005436453
5716,1.1440001899289873
5717,0.9031580446807795
5718,0.7526317039006495
5719,0.5418948268084677
5720,0.4214737541843637
5721,0.3010526815602598
5722,0.21073687709218186
5723,0.12042107262410393
5724,0.07827369720566754
5725,0.06021053631205196
5726,0.01806316089361559
5727,0.01505263407801299
5728,0.006021053631205197
5729,0.0030105268156025984
5730,0.0
5731,0.0
5732,0.0
5733,0.0
5734,0.0
5735,0.0
5736,0.0
5737,0.0
5738,0.0
5739,0.0
5740,0.0
5741,0.0
5742,0.0
5743,0.0
5744,0.0
5745,0.0
5746,0.0
5747,0.0
5748,0.0
5749,0.0
5750,0.0
5751,0.0
5752,0.0
5753,0.0
5754,0.0
5755,0.0
5756,0.0
5757,0.0
5758,0.45157902234038977
5759,0.6021053631205197
5760,0.8429475083687274
5761,0.9700586405830594
5762,1.0737545642315933
5763,1.1339651005436453
5764,1.1440001899289873
5765,0.9031580446807795
5766,0.7526317039006495
5767,0.5418948268084677
5768,0.4214737541843637
5769,0.3010526815602598
5770,0.21073687709218186
5771,0.12042107262410393
5772,0.07827369720566754
5773,0.06021053631205196
5774,0.01806316089361559
5775,0.01505263407801299
5776,0.006021053631205197
5777,0.0030105268156025984
5778,0.0
5779,0.0
5780,0.0
5781,0.0
5782,0.0
5783,0.0
5784,0.0
5785,0.0
5786,0.0
5787,0.0
5788,0.0
5789,0.0
5790,0.0
5791,0.0
5792,0.0
5793,0.0
5794,0.0
5795,0.0
5796,0.0
5797,0.0
5798,0.0
5799,0.0
5800,0.0
5801,0.0
5802,0.0
5803,0.0
5804,0.0
5805,0.0
5806,0.45157902234038977
5807,0.6021053631205197
5808,0.8429475083687274
5809,0.9700586405830594
5810,1.0737545642315933
5811,1.1339651005436453
5812,1.1440001899289873
5813,0.9031580446807795
5814,0.7526317039006495
5815,0.5418948268084677
5816,0.4214737541843637
5817,0.3010526815602598
5818,0.21073687709218186
5819,0.12042107262410393
5820,0.07827369720566754
5821,0.06021053631205196
5822,0.01806316089361559
5823,0.01505263407801299
5824,0.006021053631205197
5825,0.0030105268156025984
5826,0.0
5827,0.0
5828,0.0
5829,0.0
5830,0.0
5831,0.0
5832,0.0
5833,0.0
5834,0.0
5835,0.0
5836,0.0
5837,0.0
5838,0.0
5839,0.0
5840,0.0
5841,0.0
5842,0.0
5843,0.0
5844,0.0
5845,0.0
5846,0.0
5847,0.0
5848,0.0
5849,0.0
5850,0.0
5851,0.0
5852,0.0
5853,0.0
5854,0.45157902234038977
5855,0.6021053631205197
5856,0.8429475083687274
5857,0.9700586405830594
5858,1.0737545642315933
5859,1.1339651005436453
5860,1.1440001899289873
5861,0.9031580446807795
5862,0.7526317039006495
5863,0.5418948268084677
5864,0.4214737541843637
5865,0.3010526815602598
5866,0.21073687709218186
5867,0.12042107262410393
5868,0.07827369720566754
5869,0.06021053631205196
5870,0.01806316089361559
5871,0.01505263407801299
5872,0.006021053631205197
5873,0.0030105268156025984
5874,0.0
5875,0.0
5876,0.0
5877,0.0
5878,0.0
5879,0.0
5880,0.0
5881,0.0
5882,0.0
5883,0.0
5884,0.0
5885,0.0
5886,0.0
5887,0.0
5888,0.0
5889,0.0
5890,0.0
5891,0.0
5892,0.0
5893,0.0
5894,0.0
5895,0.0
5896,0.0
5897,0.0
5898,0.0
5899,0.0
5900,0.0
5901,0.0
5902,0.45157902234038977
5903,0.6021053631205197
5904,0.8429475083687274
5905,0.9700586405830594
5906,1.0737545642315933
5907,1.1339651005436453
5908,1.1440001899289873
5909,0.9031580446807795
5910,0.7526317039006495
5911,0.5418948268084677
5912,0.4214737541843637
5913,0.3010526815602598
5914,0.21073687709218186
5915,0.12042107262410393
5916,0.07827369720566754
5917,0.06021053631205196
5918,0.01806316089361559
5919,0.01505263407801299
5920,0.006021053631205197
5921,0.0030105268156025984
5922,0.0
5923,0.0
5924,0.0
5925,0.0
